Sum of age,Sum of campaign,Sum of cons.conf.idx,Sum of cons.price.idx,contact,day_of_week,default,Sum of duration,education,Sum of emp.var.rate,Sum of euribor3m,housing,job,loan,marital,month,Sum of nr.employed,Sum of pdays,poutcome,Sum of previous,y
52,1,-34.6,93.749,telephone,wed,no,403,unknown,-1.8,0.654,yes,admin.,no,married,apr,5009,6,success,1,yes
33,4,-36.4,93.994,telephone,wed,no,108,unknown,1.1,4.859,yes,admin.,no,married,may,5191,999,nonexistent,0,no
94,5,-109.19999999999999,281.98199999999997,telephone,wed,no,2391,unknown,3.3000000000000003,14.57,yes,admin.,no,single,may,15573,2997,nonexistent,0,no
58,1,-41.8,94.465,telephone,wed,no,215,unknown,1.4,4.864,yes,blue-collar,no,divorced,jun,5228,999,nonexistent,0,no
78,3,-72.8,187.988,telephone,wed,no,325,unknown,2.2,9.712,yes,blue-collar,no,divorced,may,10382,1998,nonexistent,0,no
26,1,-42.7,93.918,telephone,wed,no,142,unknown,1.4,4.963,yes,blue-collar,no,married,jul,5228,999,nonexistent,0,no
44,1,-41.8,94.465,telephone,wed,no,151,unknown,1.4,4.958,yes,blue-collar,no,married,jun,5228,999,nonexistent,0,no
44,1,-33.6,92.469,telephone,wed,no,576,unknown,-2.9,1.029,yes,blue-collar,no,single,jul,5076,999,nonexistent,0,yes
27,2,-46.2,92.893,telephone,wed,no,125,unknown,-1.8,1.281,yes,blue-collar,no,single,may,5099,999,failure,1,no
71,5,-72.8,187.988,telephone,wed,no,401,unknown,2.2,9.712,yes,blue-collar,no,single,may,10382,1998,nonexistent,0,no
44,1,-36.4,93.994,telephone,wed,no,799,unknown,1.1,4.858,yes,blue-collar,yes,divorced,may,5191,999,nonexistent,0,yes
36,6,-41.8,94.465,telephone,wed,no,130,unknown,1.4,4.962,yes,blue-collar,yes,married,jun,5228,999,nonexistent,0,no
35,1,-36.4,93.994,telephone,wed,no,52,unknown,1.1,4.856,yes,blue-collar,yes,married,may,5191,999,nonexistent,0,no
26,1,-41.8,94.465,telephone,wed,no,203,unknown,1.4,4.962,yes,blue-collar,yes,single,jun,5228,999,nonexistent,0,no
53,2,-36.4,93.994,telephone,wed,no,126,unknown,1.1,4.857,yes,entrepreneur,no,married,may,5191,999,nonexistent,0,no
54,2,-36.4,93.994,telephone,wed,no,96,unknown,1.1,4.856,yes,housemaid,no,divorced,may,5191,999,nonexistent,0,no
64,3,-40,93.876,telephone,wed,no,671,unknown,-1.8,0.697,yes,housemaid,no,married,may,5009,999,nonexistent,0,yes
65,3,-33,92.713,telephone,wed,no,207,unknown,-3,0.715,yes,management,no,married,dec,5024,999,failure,1,yes
33,2,-36.4,93.994,telephone,wed,no,371,unknown,1.1,4.856,yes,management,no,single,may,5191,999,nonexistent,0,no
55,2,-36.4,93.994,telephone,wed,no,77,unknown,1.1,4.859,yes,management,yes,married,may,5191,999,nonexistent,0,no
63,1,-47.1,93.075,telephone,wed,no,236,unknown,-1.8,1.445,yes,retired,no,married,apr,5099,999,nonexistent,0,yes
30,10,-41.8,94.465,telephone,wed,no,597,unknown,1.4,4.959,yes,services,no,married,jun,5228,999,nonexistent,0,no
118,7,-109.19999999999999,281.98199999999997,telephone,wed,no,867,unknown,3.3000000000000003,14.571,yes,services,no,married,may,15573,2997,nonexistent,0,no
108,4,-109.19999999999999,281.98199999999997,telephone,wed,no,1408,unknown,3.3000000000000003,14.571,yes,services,no,single,may,15573,2997,nonexistent,0,no
40,29,-41.8,94.465,telephone,wed,no,26,unknown,1.4,4.959,yes,services,yes,divorced,jun,5228,999,nonexistent,0,no
44,3,-42.7,93.918,telephone,wed,no,329,unknown,1.4,4.963,yes,services,yes,married,jul,5228,999,nonexistent,0,no
30,4,-36.4,93.994,telephone,wed,no,83,unknown,1.1,4.857,yes,services,yes,married,may,5191,999,nonexistent,0,no
32,1,-42,93.2,telephone,wed,no,265,unknown,-0.1,4.12,yes,services,yes,married,nov,5196,999,nonexistent,0,no
36,7,-41.8,94.465,telephone,wed,no,116,unknown,1.4,4.959,yes,services,yes,single,jun,5228,999,nonexistent,0,no
20,4,-40,93.876,telephone,wed,no,510,unknown,-1.8,0.672,yes,student,no,single,may,5009,999,nonexistent,0,yes
18,1,-38.3,94.027,telephone,wed,no,297,unknown,-1.7,0.9,yes,student,yes,single,aug,4992,999,nonexistent,0,no
24,1,-37.5,94.199,telephone,wed,no,663,unknown,-1.1,0.886,yes,student,yes,single,sep,4964,10,success,1,no
40,2,-42.7,93.918,telephone,wed,no,145,unknown,1.4,4.963,yes,technician,no,single,jul,5228,999,nonexistent,0,no
47,4,-41.8,94.465,telephone,wed,no,180,unknown,1.4,4.959,yes,technician,no,single,jun,5228,999,nonexistent,0,no
35,1,-36.4,93.994,telephone,wed,no,432,unknown,1.1,4.856,yes,technician,yes,divorced,may,5191,999,nonexistent,0,no
52,1,-41.8,94.465,telephone,wed,no,110,unknown,1.4,4.959,yes,unemployed,no,married,jun,5228,999,nonexistent,0,no
105,4,-109.19999999999999,281.98199999999997,telephone,wed,unknown,1443,basic.4y,3.3000000000000003,14.568,no,admin.,no,single,may,15573,2997,nonexistent,0,no
58,2,-36.4,93.994,telephone,wed,unknown,120,basic.4y,1.1,4.856,no,admin.,yes,married,may,5191,999,nonexistent,0,no
78,6,-83.6,188.93,telephone,wed,unknown,353,basic.4y,2.8,9.917,no,blue-collar,no,divorced,jun,10456,1998,nonexistent,0,no
135,6,-119,280.881,telephone,wed,unknown,315,basic.4y,0.40000000000000013,10.997000000000002,no,blue-collar,no,divorced,may,15481,2997,nonexistent,0,no
116,2,-85.4,187.836,telephone,wed,unknown,122,basic.4y,2.8,9.924,no,blue-collar,no,married,jul,10456,1998,nonexistent,0,no
756,42,-710.5999999999999,1605.9049999999997,telephone,wed,unknown,2923,basic.4y,23.799999999999994,83.84900000000002,no,blue-collar,no,married,jun,88876,16983,nonexistent,0,no
983,57,-810.5999999999997,2066.7669999999994,telephone,wed,unknown,7650,basic.4y,21.300000000000004,103.28799999999997,no,blue-collar,no,married,may,114110,21978,nonexistent,0,no
112,6,-125.39999999999999,283.395,telephone,wed,unknown,1314,basic.4y,4.199999999999999,14.883,no,blue-collar,no,single,jun,15684,2997,nonexistent,0,no
169,17,-145.6,375.976,telephone,wed,unknown,1114,basic.4y,4.4,19.430999999999997,no,blue-collar,no,single,may,20764,3996,nonexistent,0,no
54,1,-41.8,94.465,telephone,wed,unknown,138,basic.4y,1.4,4.962,no,blue-collar,yes,divorced,jun,5228,999,nonexistent,0,no
60,1,-42.7,93.918,telephone,wed,unknown,271,basic.4y,1.4,4.962,no,blue-collar,yes,married,jul,5228,999,nonexistent,0,no
32,1,-42.7,93.918,telephone,wed,unknown,990,basic.4y,1.4,4.962,no,blue-collar,yes,married,jul,5228,999,nonexistent,0,yes
44,1,-41.8,94.465,telephone,wed,unknown,127,basic.4y,1.4,4.962,no,blue-collar,yes,married,jun,5228,999,nonexistent,0,no
122,9,-109.19999999999999,281.98199999999997,telephone,wed,unknown,1034,basic.4y,3.3000000000000003,14.575,no,blue-collar,yes,married,may,15573,2997,nonexistent,0,no
61,4,-72.8,187.988,telephone,wed,unknown,314,basic.4y,2.2,9.716000000000001,no,blue-collar,yes,single,may,10382,1998,nonexistent,0,no
28,1,-36.4,93.994,telephone,wed,unknown,117,basic.4y,1.1,4.859,no,entrepreneur,no,married,may,5191,999,nonexistent,0,no
44,2,-36.4,93.994,telephone,wed,unknown,1574,basic.4y,1.1,4.856,no,entrepreneur,no,married,may,5191,999,nonexistent,0,yes
104,3,-72.8,187.988,telephone,wed,unknown,1101,basic.4y,2.2,9.718,no,housemaid,no,divorced,may,10382,1998,nonexistent,0,no
54,6,-36.1,93.444,telephone,wed,unknown,23,basic.4y,1.4,4.964,no,housemaid,no,married,aug,5228,999,nonexistent,0,no
126,18,-125.39999999999999,283.395,telephone,wed,unknown,653,basic.4y,4.199999999999999,14.879999999999999,no,housemaid,no,married,jun,15684,2997,nonexistent,0,no
134,14,-109.19999999999999,281.98199999999997,telephone,wed,unknown,636,basic.4y,3.3000000000000003,14.571000000000002,no,housemaid,no,married,may,15573,2997,nonexistent,0,no
39,2,-42.7,93.918,telephone,wed,unknown,135,basic.4y,1.4,4.963,no,housemaid,no,single,jul,5228,999,nonexistent,0,no
43,1,-36.4,93.994,telephone,wed,unknown,228,basic.4y,1.1,4.858,no,housemaid,yes,married,may,5191,999,nonexistent,0,no
49,1,-36.4,93.994,telephone,wed,unknown,801,basic.4y,1.1,4.858,no,housemaid,yes,married,may,5191,999,nonexistent,0,yes
32,4,-36.4,93.994,telephone,wed,unknown,396,basic.4y,1.1,4.856,no,management,no,divorced,may,5191,999,nonexistent,0,no
47,1,-41.8,94.465,telephone,wed,unknown,79,basic.4y,1.4,4.959,no,management,no,married,jun,5228,999,nonexistent,0,no
101,3,-72.8,187.988,telephone,wed,unknown,766,basic.4y,2.2,9.716000000000001,no,management,no,married,may,10382,1998,nonexistent,0,no
60,2,-36.4,93.994,telephone,wed,unknown,478,basic.4y,1.1,4.857,no,retired,no,divorced,may,5191,999,nonexistent,0,no
105,9,-83.6,188.93,telephone,wed,unknown,219,basic.4y,2.8,9.823,no,retired,no,married,jun,10456,1998,nonexistent,0,no
59,2,-36.4,93.994,telephone,wed,unknown,81,basic.4y,1.1,4.856,no,retired,no,married,may,5191,999,nonexistent,0,no
54,1,-36.4,93.994,telephone,wed,unknown,1730,basic.4y,1.1,4.857,no,retired,no,married,may,5191,999,nonexistent,0,yes
54,1,-41.8,94.465,telephone,wed,unknown,68,basic.4y,1.4,4.962,no,retired,no,single,jun,5228,999,nonexistent,0,no
39,2,-36.4,93.994,telephone,wed,unknown,389,basic.4y,1.1,4.858,no,self-employed,no,married,may,5191,999,nonexistent,0,no
101,8,-72.8,187.988,telephone,wed,unknown,336,basic.4y,2.2,9.716999999999999,no,self-employed,yes,married,may,10382,1998,nonexistent,0,no
56,1,-41.8,94.465,telephone,wed,unknown,458,basic.4y,1.4,4.959,no,technician,no,married,jun,5228,999,nonexistent,0,no
52,1,-36.4,93.994,telephone,wed,unknown,161,basic.4y,1.1,4.856,no,technician,no,married,may,5191,999,nonexistent,0,no
108,2,-72.8,187.988,telephone,wed,unknown,1598,basic.4y,2.2,9.713000000000001,no,technician,yes,married,may,10382,1998,nonexistent,0,no
40,1,-42.7,93.918,telephone,wed,unknown,135,basic.4y,1.4,4.962,unknown,blue-collar,unknown,married,jul,5228,999,nonexistent,0,no
266,10,-228.20000000000002,562.863,telephone,wed,unknown,850,basic.4y,3.7000000000000006,25.566,unknown,blue-collar,unknown,married,may,31054,5994,nonexistent,0,no
39,1,-36.4,93.994,telephone,wed,unknown,64,basic.4y,1.1,4.857,unknown,blue-collar,unknown,single,may,5191,999,nonexistent,0,no
47,2,-36.4,93.994,telephone,wed,unknown,441,basic.4y,1.1,4.856,unknown,retired,unknown,married,may,5191,999,nonexistent,0,no
50,3,-36.4,93.994,telephone,wed,unknown,153,basic.4y,1.1,4.856,unknown,self-employed,unknown,married,may,5191,999,nonexistent,0,no
51,3,-36.4,93.994,telephone,wed,unknown,942,basic.4y,1.1,4.859,yes,admin.,no,married,may,5191,999,nonexistent,0,yes
70,3,-72.8,187.988,telephone,wed,unknown,779,basic.4y,2.2,9.712,yes,admin.,no,single,may,10382,1998,nonexistent,0,no
44,1,-36.4,93.994,telephone,wed,unknown,546,basic.4y,1.1,4.859,yes,blue-collar,no,divorced,may,5191,999,nonexistent,0,no
58,21,-36.1,93.444,telephone,wed,unknown,29,basic.4y,1.4,4.964,yes,blue-collar,no,married,aug,5228,999,nonexistent,0,no
176,9,-170.8,375.672,telephone,wed,unknown,615,basic.4y,5.6,19.844,yes,blue-collar,no,married,jul,20912,3996,nonexistent,0,no
732,63,-668.8,1511.4399999999998,telephone,wed,unknown,3839,basic.4y,22.399999999999995,78.697,yes,blue-collar,no,married,jun,83648,15984,nonexistent,0,no
1005,75,-837.1999999999997,2161.8619999999996,telephone,wed,unknown,6244,basic.4y,25.300000000000008,111.71799999999996,yes,blue-collar,no,married,may,119393,22977,nonexistent,0,no
37,2,-36.4,93.994,telephone,wed,unknown,1125,basic.4y,1.1,4.859,yes,blue-collar,no,married,may,5191,999,nonexistent,0,yes
97,8,-85.4,187.836,telephone,wed,unknown,628,basic.4y,2.8,9.92,yes,blue-collar,no,single,jul,10456,1998,nonexistent,0,no
35,15,-41.8,94.465,telephone,wed,unknown,282,basic.4y,1.4,4.864,yes,blue-collar,no,single,jun,5228,999,nonexistent,0,no
47,1,-36.4,93.994,telephone,wed,unknown,162,basic.4y,1.1,4.856,yes,blue-collar,no,single,may,5191,999,nonexistent,0,no
57,19,-42.7,93.918,telephone,wed,unknown,10,basic.4y,1.4,4.962,yes,blue-collar,yes,married,jul,5228,999,nonexistent,0,no
175,16,-167.2,377.86,telephone,wed,unknown,922,basic.4y,5.6,19.744,yes,blue-collar,yes,married,jun,20912,3996,nonexistent,0,no
212,11,-182,469.97,telephone,wed,unknown,1592,basic.4y,5.5,24.29,yes,blue-collar,yes,married,may,25955,4995,nonexistent,0,no
107,5,-109.19999999999999,281.98199999999997,telephone,wed,unknown,1092,basic.4y,3.3000000000000003,14.576,yes,entrepreneur,no,married,may,15573,2997,nonexistent,0,no
50,1,-42,93.2,telephone,wed,unknown,53,basic.4y,-0.1,4.12,yes,entrepreneur,no,married,nov,5196,999,nonexistent,0,no
57,3,-36.4,93.994,telephone,wed,unknown,288,basic.4y,1.1,4.857,yes,housemaid,no,divorced,may,5191,999,nonexistent,0,no
31,4,-41.8,94.465,telephone,wed,unknown,328,basic.4y,1.4,4.959,yes,housemaid,no,married,jun,5228,999,nonexistent,0,no
94,12,-72.8,187.988,telephone,wed,unknown,241,basic.4y,2.2,9.713000000000001,yes,housemaid,no,married,may,10382,1998,nonexistent,0,no
47,2,-42,93.2,telephone,wed,unknown,475,basic.4y,-0.1,4.12,yes,housemaid,yes,divorced,nov,5196,999,nonexistent,0,no
43,1,-36.4,93.994,telephone,wed,unknown,213,basic.4y,1.1,4.857,yes,housemaid,yes,married,may,5191,999,nonexistent,0,no
209,7,-145.6,375.976,telephone,wed,unknown,1375,basic.4y,4.4,19.426,yes,retired,no,married,may,20764,3996,nonexistent,0,no
59,1,-36.4,93.994,telephone,wed,unknown,571,basic.4y,1.1,4.857,yes,retired,yes,married,may,5191,999,nonexistent,0,no
130,12,-109.19999999999999,281.98199999999997,telephone,wed,unknown,815,basic.4y,3.3000000000000003,14.574,yes,self-employed,no,married,may,15573,2997,nonexistent,0,no
50,4,-41.8,94.465,telephone,wed,unknown,91,basic.4y,1.4,4.959,yes,services,no,divorced,jun,5228,999,nonexistent,0,no
50,1,-36.4,93.994,telephone,wed,unknown,507,basic.4y,1.1,4.857,yes,services,no,married,may,5191,999,nonexistent,0,yes
55,4,-41.8,94.465,telephone,wed,unknown,175,basic.4y,1.4,4.959,yes,unemployed,no,married,jun,5228,999,nonexistent,0,no
108,12,-72.8,187.988,telephone,wed,unknown,479,basic.4y,2.2,9.715,yes,unemployed,no,married,may,10382,1998,nonexistent,0,no
78,2,-72.8,187.988,telephone,wed,unknown,277,basic.4y,2.2,9.715,yes,unemployed,no,single,may,10382,1998,nonexistent,0,no
90,9,-72.8,187.988,telephone,wed,unknown,253,basic.6y,2.2,9.713000000000001,no,admin.,no,married,may,10382,1998,nonexistent,0,no
44,7,-42.7,93.918,telephone,wed,unknown,383,basic.6y,1.4,4.963,no,admin.,no,single,jul,5228,999,nonexistent,0,no
40,3,-41.8,94.465,telephone,wed,unknown,170,basic.6y,1.4,4.864,no,admin.,yes,divorced,jun,5228,999,nonexistent,0,no
42,1,-36.4,93.994,telephone,wed,unknown,116,basic.6y,1.1,4.859,no,blue-collar,no,divorced,may,5191,999,nonexistent,0,no
36,3,-42.7,93.918,telephone,wed,unknown,350,basic.6y,1.4,4.963,no,blue-collar,no,married,jul,5228,999,nonexistent,0,no
216,17,-250.8,566.7900000000001,telephone,wed,unknown,1085,basic.6y,8.4,29.564,no,blue-collar,no,married,jun,31368,5994,nonexistent,0,no
50,1,-41.8,94.465,telephone,wed,unknown,586,basic.6y,1.4,4.959,no,blue-collar,no,married,jun,5228,999,nonexistent,0,yes
32,3,-46.2,92.893,telephone,wed,unknown,630,basic.6y,-1.8,1.281,no,blue-collar,no,married,may,5099,999,failure,1,no
541,29,-519.3999999999999,1314.815,telephone,wed,unknown,3096,basic.6y,12.499999999999996,64.481,no,blue-collar,no,married,may,72582,13986,nonexistent,0,no
38,1,-41.8,94.465,telephone,wed,unknown,82,basic.6y,1.4,4.962,no,blue-collar,yes,married,jun,5228,999,nonexistent,0,no
25,8,-36.4,93.994,telephone,wed,unknown,90,basic.6y,1.1,4.857,no,blue-collar,yes,single,may,5191,999,nonexistent,0,no
47,3,-36.1,93.444,telephone,wed,unknown,244,basic.6y,1.4,4.967,no,entrepreneur,no,married,aug,5228,999,nonexistent,0,no
36,5,-41.8,94.465,telephone,wed,unknown,125,basic.6y,1.4,4.864,no,entrepreneur,no,married,jun,5228,999,nonexistent,0,no
55,5,-42.7,93.918,telephone,wed,unknown,297,basic.6y,1.4,4.962,no,management,no,divorced,jul,5228,999,nonexistent,0,no
89,4,-72.8,187.988,telephone,wed,unknown,679,basic.6y,2.2,9.716000000000001,no,management,no,married,may,10382,1998,nonexistent,0,no
59,5,-41.8,94.465,telephone,wed,unknown,235,basic.6y,1.4,4.864,no,retired,no,married,jun,5228,999,nonexistent,0,no
35,2,-36.4,93.994,telephone,wed,unknown,138,basic.6y,1.1,4.859,no,self-employed,yes,single,may,5191,999,nonexistent,0,no
44,2,-36.4,93.994,telephone,wed,unknown,266,basic.6y,1.1,4.856,no,services,no,married,may,5191,999,nonexistent,0,no
51,3,-36.4,93.994,telephone,wed,unknown,114,basic.6y,1.1,4.856,no,services,yes,divorced,may,5191,999,nonexistent,0,no
39,1,-36.4,93.994,telephone,wed,unknown,362,basic.6y,1.1,4.856,no,technician,no,single,may,5191,999,nonexistent,0,no
27,8,-42.7,93.918,telephone,wed,unknown,399,basic.6y,1.4,4.962,no,unemployed,yes,married,jul,5228,999,nonexistent,0,no
36,3,-41.8,94.465,telephone,wed,unknown,878,basic.6y,1.4,4.959,no,unknown,no,single,jun,5228,999,nonexistent,0,yes
47,8,-41.8,94.465,telephone,wed,unknown,15,basic.6y,1.4,4.962,unknown,blue-collar,unknown,married,jun,5228,999,nonexistent,0,no
31,5,-36.4,93.994,telephone,wed,unknown,67,basic.6y,1.1,4.858,unknown,blue-collar,unknown,married,may,5191,999,nonexistent,0,no
51,1,-41.8,94.465,telephone,wed,unknown,140,basic.6y,1.4,4.959,yes,admin.,no,married,jun,5228,999,nonexistent,0,no
45,4,-36.4,93.994,telephone,wed,unknown,200,basic.6y,1.1,4.857,yes,admin.,no,married,may,5191,999,nonexistent,0,no
32,1,-42.7,93.918,telephone,wed,unknown,104,basic.6y,1.4,4.963,yes,blue-collar,no,divorced,jul,5228,999,nonexistent,0,no
42,1,-36.4,93.994,telephone,wed,unknown,107,basic.6y,1.1,4.856,yes,blue-collar,no,divorced,may,5191,999,nonexistent,0,no
316,26,-334.40000000000003,755.7200000000001,telephone,wed,unknown,1796,basic.6y,11.200000000000001,39.577,yes,blue-collar,no,married,jun,41824,7992,nonexistent,0,no
448,24,-446.5999999999999,1126.827,telephone,wed,unknown,2913,basic.6y,10.299999999999999,54.711000000000006,yes,blue-collar,no,married,may,62200,11988,nonexistent,0,no
38,1,-36.4,93.994,telephone,wed,unknown,476,basic.6y,1.1,4.859,yes,blue-collar,no,married,may,5191,999,nonexistent,0,yes
30,1,-41.8,94.465,telephone,wed,unknown,100,basic.6y,1.4,4.959,yes,blue-collar,no,single,jun,5228,999,nonexistent,0,no
35,1,-36.4,93.994,telephone,wed,unknown,784,basic.6y,1.1,4.859,yes,blue-collar,no,single,may,5191,999,nonexistent,0,no
39,1,-36.4,93.994,telephone,wed,unknown,32,basic.6y,1.1,4.856,yes,blue-collar,yes,divorced,may,5191,999,nonexistent,0,no
50,1,-41.8,94.465,telephone,wed,unknown,123,basic.6y,1.4,4.959,yes,blue-collar,yes,married,jun,5228,999,nonexistent,0,no
81,13,-72.8,187.988,telephone,wed,unknown,313,basic.6y,2.2,9.718,yes,blue-collar,yes,married,may,10382,1998,nonexistent,0,no
40,5,-36.4,93.994,telephone,wed,unknown,477,basic.6y,1.1,4.859,yes,housemaid,no,divorced,may,5191,999,nonexistent,0,no
38,2,-36.4,93.994,telephone,wed,unknown,87,basic.6y,1.1,4.857,yes,housemaid,yes,married,may,5191,999,nonexistent,0,no
54,1,-36.4,93.994,telephone,wed,unknown,151,basic.6y,1.1,4.858,yes,management,no,divorced,may,5191,999,nonexistent,0,no
93,12,-83.6,188.93,telephone,wed,unknown,381,basic.6y,2.8,9.728,yes,management,no,married,jun,10456,1998,nonexistent,0,no
39,2,-42.7,93.918,telephone,wed,unknown,183,basic.6y,1.4,4.962,yes,services,no,married,jul,5228,999,nonexistent,0,no
39,1,-41.8,94.465,telephone,wed,unknown,100,basic.6y,1.4,4.958,yes,services,no,married,jun,5228,999,nonexistent,0,no
40,1,-36.4,93.994,telephone,wed,unknown,260,basic.6y,1.1,4.857,yes,services,no,married,may,5191,999,nonexistent,0,no
66,3,-72.8,187.988,telephone,wed,unknown,331,basic.6y,2.2,9.716000000000001,yes,services,no,single,may,10382,1998,nonexistent,0,no
33,8,-46.2,92.893,telephone,wed,unknown,19,basic.6y,-1.8,1.281,yes,services,yes,single,may,5099,999,failure,1,no
36,2,-36.4,93.994,telephone,wed,unknown,501,basic.6y,1.1,4.858,yes,services,yes,single,may,5191,999,nonexistent,0,no
55,4,-36.4,93.994,telephone,wed,unknown,85,basic.6y,1.1,4.858,yes,technician,no,married,may,5191,999,nonexistent,0,no
38,3,-36.4,93.994,telephone,wed,unknown,163,basic.6y,1.1,4.859,yes,technician,yes,married,may,5191,999,nonexistent,0,no
36,1,-36.4,93.994,telephone,wed,unknown,660,basic.6y,1.1,4.858,yes,unknown,no,single,may,5191,999,nonexistent,0,no
46,1,-36.4,93.994,telephone,wed,unknown,423,basic.9y,1.1,4.856,no,admin.,no,divorced,may,5191,999,nonexistent,0,no
89,7,-72.8,187.988,telephone,wed,unknown,263,basic.9y,2.2,9.713000000000001,no,admin.,no,married,may,10382,1998,nonexistent,0,no
29,1,-36.4,93.994,telephone,wed,unknown,272,basic.9y,1.1,4.858,no,admin.,no,single,may,5191,999,nonexistent,0,no
42,1,-36.4,93.994,telephone,wed,unknown,408,basic.9y,1.1,4.858,no,admin.,yes,single,may,5191,999,nonexistent,0,no
33,2,-42.7,93.918,telephone,wed,unknown,155,basic.9y,1.4,4.957,no,blue-collar,no,divorced,jul,5228,999,nonexistent,0,no
84,4,-83.6,188.93,telephone,wed,unknown,644,basic.9y,2.8,9.918,no,blue-collar,no,divorced,jun,10456,1998,nonexistent,0,no
185,7,-145.6,375.976,telephone,wed,unknown,1701,basic.9y,4.4,19.432000000000002,no,blue-collar,no,divorced,may,20764,3996,nonexistent,0,no
51,2,-36.1,93.444,telephone,wed,unknown,490,basic.9y,1.4,4.965,no,blue-collar,no,married,aug,5228,999,nonexistent,0,no
77,5,-85.4,187.836,telephone,wed,unknown,119,basic.9y,2.8,9.919,no,blue-collar,no,married,jul,10456,1998,nonexistent,0,no
571,48,-543.4000000000001,1228.045,telephone,wed,unknown,2463,basic.9y,18.2,63.997,no,blue-collar,no,married,jun,67964,12987,nonexistent,0,no
1134,61,-1012.1999999999997,2534.535,telephone,wed,unknown,5412,basic.9y,21.000000000000007,120.47399999999998,no,blue-collar,no,married,may,139881,26973,nonexistent,0,no
54,2,-36.4,93.994,telephone,wed,unknown,783,basic.9y,1.1,4.858,no,blue-collar,no,married,may,5191,999,nonexistent,0,yes
25,4,-42.7,93.918,telephone,wed,unknown,173,basic.9y,1.4,4.963,no,blue-collar,no,single,jul,5228,999,nonexistent,0,no
34,1,-41.8,94.465,telephone,wed,unknown,159,basic.9y,1.4,4.959,no,blue-collar,no,single,jun,5228,999,nonexistent,0,no
303,21,-327.59999999999997,845.9460000000001,telephone,wed,unknown,2520,basic.9y,9.899999999999999,43.717000000000006,no,blue-collar,no,single,may,46719,8991,nonexistent,0,no
34,3,-36.4,93.994,telephone,wed,unknown,576,basic.9y,1.1,4.857,no,blue-collar,no,single,may,5191,999,nonexistent,0,yes
48,1,-41.8,94.465,telephone,wed,unknown,116,basic.9y,1.4,4.959,no,blue-collar,yes,married,jun,5228,999,nonexistent,0,no
240,14,-182,469.97,telephone,wed,unknown,1854,basic.9y,5.5,24.29,no,blue-collar,yes,married,may,25955,4995,nonexistent,0,no
100,5,-72.8,187.988,telephone,wed,unknown,711,basic.9y,2.2,9.713000000000001,no,entrepreneur,no,married,may,10382,1998,nonexistent,0,no
36,2,-36.4,93.994,telephone,wed,unknown,179,basic.9y,1.1,4.856,no,housemaid,no,divorced,may,5191,999,nonexistent,0,no
50,2,-36.4,93.994,telephone,wed,unknown,673,basic.9y,1.1,4.859,no,housemaid,no,married,may,5191,999,nonexistent,0,no
45,3,-36.4,93.994,telephone,wed,unknown,174,basic.9y,1.1,4.859,no,management,no,divorced,may,5191,999,nonexistent,0,no
44,2,-36.4,93.994,telephone,wed,unknown,282,basic.9y,1.1,4.857,no,management,no,married,may,5191,999,nonexistent,0,no
57,2,-36.4,93.994,telephone,wed,unknown,506,basic.9y,1.1,4.857,no,retired,no,married,may,5191,999,nonexistent,0,no
86,1,-39.8,94.055,telephone,wed,unknown,955,basic.9y,-1.7,0.767,no,retired,no,single,jun,4992,999,nonexistent,0,yes
59,2,-36.4,93.994,telephone,wed,unknown,139,basic.9y,1.1,4.857,no,retired,yes,divorced,may,5191,999,nonexistent,0,no
50,2,-41.8,94.465,telephone,wed,unknown,139,basic.9y,1.4,4.864,no,self-employed,no,married,jun,5228,999,nonexistent,0,no
22,2,-42.7,93.918,telephone,wed,unknown,42,basic.9y,1.4,4.963,no,services,no,married,jul,5228,999,nonexistent,0,no
44,8,-41.8,94.465,telephone,wed,unknown,399,basic.9y,1.4,4.959,no,services,no,married,jun,5228,999,nonexistent,0,no
112,8,-72.8,187.988,telephone,wed,unknown,344,basic.9y,2.2,9.716000000000001,no,services,no,married,may,10382,1998,nonexistent,0,no
63,2,-83.6,188.93,telephone,wed,unknown,663,basic.9y,2.8,9.823,no,technician,no,married,jun,10456,1998,nonexistent,0,no
28,1,-36.4,93.994,telephone,wed,unknown,298,basic.9y,1.1,4.856,no,unknown,no,single,may,5191,999,nonexistent,0,no
40,1,-41.8,94.465,telephone,wed,unknown,104,basic.9y,1.4,4.962,unknown,blue-collar,unknown,divorced,jun,5228,999,nonexistent,0,no
76,3,-72.8,187.988,telephone,wed,unknown,394,basic.9y,2.2,9.713000000000001,unknown,blue-collar,unknown,married,may,10382,1998,nonexistent,0,no
33,1,-36.4,93.994,telephone,wed,unknown,150,basic.9y,1.1,4.856,unknown,blue-collar,unknown,single,may,5191,999,nonexistent,0,no
50,7,-36.4,93.994,telephone,wed,unknown,66,basic.9y,1.1,4.857,unknown,housemaid,unknown,married,may,5191,999,nonexistent,0,no
35,4,-41.8,94.465,telephone,wed,unknown,60,basic.9y,1.4,4.864,unknown,unemployed,unknown,married,jun,5228,999,nonexistent,0,no
35,10,-41.8,94.465,telephone,wed,unknown,24,basic.9y,1.4,4.962,yes,admin.,no,divorced,jun,5228,999,nonexistent,0,no
46,14,-41.8,94.465,telephone,wed,unknown,16,basic.9y,1.4,4.962,yes,admin.,no,married,jun,5228,999,nonexistent,0,no
39,6,-46.2,92.893,telephone,wed,unknown,16,basic.9y,-1.8,1.281,yes,admin.,no,married,may,5099,999,nonexistent,0,no
